-166.4585761726, 47.3136741853, 0.0000000000
-166.4585761726, 47.3136741853, 0.0000000000
-159.8002046491, 68.2632298088, 0.0000000000
-159.8002046491, 68.2632298088, 0.0000000000
-159.8002046491, 68.2632298088, 0.0000000000
-159.8002046491, 68.2632298088, 0.0000000000
-153.1418331257, 83.1922252047, 0.0000000000
-153.1418331257, 83.1922252047, 0.0000000000
-146.4834616022, 95.1753769876, 0.0000000000
-146.4834616022, 95.1753769876, 0.0000000000
-139.8250900788, 105.2844827321, 0.0000000000
-139.8250900788, 105.2844827321, 0.0000000000
-133.1667185553, 114.0465623994, 0.0000000000
-133.1667185553, 114.0465623994, 0.0000000000
-126.5083470319, 121.7677212835, 0.0000000000
-126.5083470319, 121.7677212835, 0.0000000000
-119.8499755084, 128.6446180392, 0.0000000000
-119.8499755084, 128.6446180392, 0.0000000000
-113.1916039850, 134.8124795286, 0.0000000000
-113.1916039850, 134.8124795286, 0.0000000000
-106.5332324615, 140.3689378620, 0.0000000000
-106.5332324615, 140.3689378620, 0.0000000000
-99.8748609381, 145.3870994096, 0.0000000000
-99.8748609381, 145.3870994096, 0.0000000000
-93.2164894146, 149.9232584587, 0.0000000000
-93.2164894146, 149.9232584587, 0.0000000000
-86.5581178912, 154.0217172793, 0.0000000000
-86.5581178912, 154.0217172793, 0.0000000000
-79.8997463677, 157.7179379538, 0.0000000000
-79.8997463677, 157.7179379538, 0.0000000000
-73.2413748443, 161.0406807174, 0.0000000000
-73.2413748443, 161.0406807174, 0.0000000000
-66.5830033208, 164.0134992945, 0.0000000000
-66.5830033208, 164.0134992945, 0.0000000000
-59.9246317973, 166.6558130310, 0.0000000000
-59.9246317973, 166.6558130310, 0.0000000000
-53.2662602739, 168.9836914934, 0.0000000000
-53.2662602739, 168.9836914934, 0.0000000000
-46.6078887504, 171.0104381316, 0.0000000000
-46.6078887504, 171.0104381316, 0.0000000000
-39.9495172270, 172.7470298663, 0.0000000000
-39.9495172270, 172.7470298663, 0.0000000000
-33.2911457035, 174.2024508369, 0.0000000000
-33.2911457035, 174.2024508369, 0.0000000000
-26.6327741801, 175.3839465116, 0.0000000000
-26.6327741801, 175.3839465116, 0.0000000000
-19.9744026566, 176.2972163726, 0.0000000000
-19.9744026566, 176.2972163726, 0.0000000000
-13.3160311332, 176.9465579289, 0.0000000000
-13.3160311332, 176.9465579289, 0.0000000000
-6.6576596097, 177.3349709597, 0.0000000000
-6.6576596097, 177.3349709597, 0.0000000000
0.0007119137, 177.4642280885, 0.0000000000
0.0007119137, 177.4642280885, 0.0000000000
6.6590834372, 177.3349156463, 0.0000000000
6.6590834372, 177.3349156463, 0.0000000000
13.3174549606, 176.9464470508, 0.0000000000
13.3174549606, 176.9464470508, 0.0000000000
19.9758264841, 176.2970494214, 0.0000000000
19.9758264841, 176.2970494214, 0.0000000000
26.6341980075, 175.3837227102, 0.0000000000
26.6341980075, 175.3837227102, 0.0000000000
33.2925695310, 174.2021691208, 0.0000000000
33.2925695310, 174.2021691208, 0.0000000000
39.9509410544, 172.7466888572, 0.0000000000
39.9509410544, 172.7466888572, 0.0000000000
46.6093125779, 171.0100361021, 0.0000000000
46.6093125779, 171.0100361021, 0.0000000000
46.6093125779, 171.0100361021, 0.0000000000
46.6093125779, 171.0100361021, 0.0000000000
53.2676841013, 168.9832263196, 0.0000000000
53.2676841013, 168.9832263196, 0.0000000000
53.2676841013, 168.9832263196, 0.0000000000
53.2676841013, 168.9832263196, 0.0000000000
59.9260556248, 166.6552821302, 0.0000000000
59.9260556248, 166.6552821302, 0.0000000000
59.9260556248, 166.6552821302, 0.0000000000
59.9260556248, 166.6552821302, 0.0000000000
66.5844271482, 164.0128995441, 0.0000000000
66.5844271482, 164.0128995441, 0.0000000000
73.2427986717, 161.0400083467, 0.0000000000
73.2427986717, 161.0400083467, 0.0000000000
79.9011701951, 157.7171884003, 0.0000000000
79.9011701951, 157.7171884003, 0.0000000000
86.5595417186, 154.0208849941, 0.0000000000
86.5595417186, 154.0208849941, 0.0000000000
93.2179132420, 149.9223366378, 0.0000000000
93.2179132420, 149.9223366378, 0.0000000000
99.8762847655, 145.3860796152, 0.0000000000
99.8762847655, 145.3860796152, 0.0000000000
106.5346562889, 140.3678094741, 0.0000000000
106.5346562889, 140.3678094741, 0.0000000000
113.1930278124, 134.8112289229, 0.0000000000
113.1930278124, 134.8112289229, 0.0000000000
119.8513993358, 128.6432273059, 0.0000000000
119.8513993358, 128.6432273059, 0.0000000000
126.5097708593, 121.7661661275, 0.0000000000
126.5097708593, 121.7661661275, 0.0000000000
133.1681423827, 114.0448084720, 0.0000000000
133.1681423827, 114.0448084720, 0.0000000000
139.8265139062, 105.2824786721, 0.0000000000
139.8265139062, 105.2824786721, 0.0000000000
146.4848854296, 95.1730396432, 0.0000000000
146.4848854296, 95.1730396432, 0.0000000000
153.1432569531, 83.1894025542, 0.0000000000
153.1432569531, 83.1894025542, 0.0000000000
159.8016284765, 68.2595788409, 0.0000000000
159.8016284765, 68.2595788409, 0.0000000000
159.8016284765, 68.2595788409, 0.0000000000
159.8016284765, 68.2595788409, 0.0000000000
159.8016284765, 68.2595788409, 0.0000000000
159.8016284765, 68.2595788409, 0.0000000000
